simtime														
													15.1719	23.4
													15.206	23.5
													15.2399	23.6
													15.2736	23.7
													15.3071	23.8
													15.3405	23.9
													15.3737	24
													15.4068	24.1
													15.4397	24.2
													15.4724	24.3
													15.5049	24.4
													15.5373	24.5
													15.5696	24.6
													15.6016	24.7
													15.6335	24.8
													15.6653	24.9
													15.6969	25
													15.7283	25.1
													15.7596	25.2
													15.7907	25.3
													15.8217	25.4
													15.8525	25.5
													15.8832	25.6
													15.9137	25.7
													15.944	25.8
													15.9742	25.9
													16.0043	26
													16.0342	26.1
													16.064	26.2
													16.0936	26.3
													16.123	26.4
													16.1523	26.5
													16.1815	26.6
													16.2105	26.7
													16.2394	26.8
													16.2681	26.9
													16.2967	27
													16.3252	27.1
													16.3535	27.2
													16.3816	27.3
													16.4096	27.4
													16.4375	27.5
													16.4653	27.6
													16.4929	27.7
													16.5203	27.8
													16.5477	27.9
													16.5749	28
													16.6019	28.1
													16.6288	28.2
													16.6556	28.3
													16.6823	28.4
													16.7088	28.5
													16.7352	28.6
													16.7615	28.7
													16.7876	28.8
													16.8136	28.9
													16.8395	29
													16.8652	29.1
													16.8908	29.2
													16.9163	29.3
													16.9416	29.4
													16.9669	29.5
													16.992	29.6
													17.0169	29.7
													17.0418	29.8
													17.0665	29.9
													17.0911	30
													17.1156	30.1
													17.14	30.2
													17.1642	30.3
													17.1883	30.4
													17.2123	30.5
													17.2362	30.6
													17.26	30.7
													17.2836	30.8
													17.3071	30.9
													17.3305	31
													17.3538	31.1
													17.377	31.2
													17.4001	31.3
													17.423	31.4
													17.4458	31.5
													17.4685	31.6
													17.4911	31.7
													17.5136	31.8
													17.536	31.9
													17.5583	32
													17.5804	32.1
													17.6025	32.2
													17.6244	32.3
													17.6462	32.4
													17.6679	32.5
													17.6895	32.6
													17.711	32.7
													17.7324	32.8
													17.7537	32.9
													17.7749	33
													17.796	33.1
													17.8169	33.2
													17.8378	33.3
													17.8586	33.4
													17.8792	33.5
													17.8998	33.6
													17.9202	33.7
													17.9406	33.8
													17.9608	33.9
													17.981	34
													18.001	34.1
													18.021	34.2
													18.0408	34.3
													18.0605	34.4
													18.0802	34.5
													18.0997	34.6
													18.1192	34.7
													18.1386	34.8
													18.1578	34.9
													18.177	35
													18.196	35.1
													18.215	35.2
													18.2339	35.3
													18.2527	35.4
													18.2714	35.5
													18.29	35.6
													18.3085	35.7
													18.3269	35.8
													18.3452	35.9
													18.3634	36
													18.3816	36.1
													18.3996	36.2
													18.4176	36.3
													18.4354	36.4
													18.4532	36.5
													18.4709	36.6
													18.4885	36.7
													18.506	36.8
													18.5234	36.9
													18.5408	37
													18.558	37.1
													18.5752	37.2
													18.5923	37.3
													18.6093	37.4
													18.6262	37.5
													18.643	37.6
													18.6598	37.7
													18.6764	37.8
													18.693	37.9
													18.7095	38
													18.7259	38.1
													18.7422	38.2
													18.7585	38.3
													18.7746	38.4
													18.7907	38.5
													18.8067	38.6
													18.8227	38.7
													18.8385	38.8
													18.8543	38.9
													18.87	39
													18.8856	39.1
													18.9011	39.2
													18.9166	39.3
													18.9319	39.4
													18.9473	39.5
													18.9625	39.6
													18.9776	39.7
													18.9927	39.8
													19.0077	39.9
													19.0226	40
													19.0375	40.1
													19.0522	40.2
													19.067	40.3
													19.0816	40.4
													19.0961	40.5
													19.1106	40.6
													19.125	40.7
													19.1394	40.8
													19.1536	40.9
													19.1678	41
													19.182	41.1
													19.196	41.2
													19.21	41.3
													19.2239	41.4
													19.2378	41.5
													19.2515	41.6
													19.2652	41.7
													19.2789	41.8
													19.2925	41.9
													19.306	42
													19.3194	42.1
													19.3328	42.2
													19.3461	42.3
													19.3593	42.4
													19.3725	42.5
													19.3856	42.6
													19.3986	42.7
													19.4116	42.8
													19.4245	42.9
													19.4373	43
													19.4501	43.1
													19.4628	43.2
													19.4755	43.3
													19.4881	43.4
													19.5006	43.5
													19.5131	43.6
													19.5255	43.7
													19.5378	43.8
													19.5501	43.9
													19.5623	44
													19.5745	44.1
													19.5866	44.2
													19.5986	44.3
													19.6106	44.4
													19.6225	44.5
													19.6344	44.6
													19.6462	44.7
													19.6579	44.8
													19.6696	44.9
													19.6812	45
													19.6928	45.1
													19.7043	45.2
													19.7157	45.3
													19.7271	45.4
													19.7385	45.5
													19.7497	45.6
													19.761	45.7
													19.7721	45.8
													19.7832	45.9
													19.7943	46
													19.8053	46.1
													19.8163	46.2
													19.8271	46.3
													19.838	46.4
													19.8488	46.5
													19.8595	46.6
													19.8702	46.7
													19.8808	46.8
													19.8914	46.9
													19.9019	47
													19.9123	47.1
													19.9228	47.2
													19.9331	47.3
													19.9434	47.4
													19.9537	47.5
													19.9639	47.6
													19.974	47.7
													19.9841	47.8
													19.9942	47.9
													0	48
													0	48.1
													0	48.2
													0	48.3
													0	48.4
													0	48.5
													0	48.6
													0	48.7
													0	48.8
													0	48.9
													0	49
													0	49.1
													0	49.2
													0	49.3
													0	49.4
