16.7	0
31.5	0
46.3	0
63.2	0
78.7	0
94.7	0
111	0
127	0
142.1	0
157.2	0
172.8	0
188	0
204.3	0
219.9	0
235.4	0
250.4	0
266.3	0
284.3	0
303.4	0
318.7	0
334.5	0
351.5	0
368.6	0
385.5	0
400.9	0
417.4	0
434.3	0
453.1	0
470.2	0
482.9	0
497.7	0
512	0
527.4	0
543.6	0
559.4	0
578.7	0
594.7	0
609.4	0
624.4	0
638.5	0
653.6	0
669.8	0
685.2	0
701.9	0
717.1	0
733	0
750.4	0
767.3	0
781.3	0
794	0
809.9	0
825.8	0
840.2	0
854.8	0
872	0
886.4	0
900.6	0
913.9	0
928.9	0
945.1	0
959.6	0
974.9	0
991.3	0
15.2	1
31.7	1
45.9	1
61.5	1
77	1
92.8	1
107.9	1
126.6	1
142	1
157.2	1
173.3	1
187.2	1
203.6	1
219.4	1
233.6	1
248.1	1
263.6	1
278.1	1
293.3	1
308.6	1
323.2	1
337.1	1
355.1	1
369.5	1
386.1	1
403.6	1
418.2	1
434.4	1
448.2	1
464.7	1
482.3	1
497.5	1
512.2	1
526	1
543.6	1
558.3	1
572.9	1
588.6	1
603.4	1
619.5	1
634.4	1
650.3	1
667.5	1
685	1
699.5	1
716.3	1
731	1
747.3	1
762.9	1
778.8	1
795	1
811.9	1
828.6	1
844.3	1
858.7	1
874	1
889.7	1
905.8	1
919.5	1
935.6	1
952.1	1
967.4	1
982.1	1
997.7	1
16.6	2
32.9	2
46.6	2
61.1	2
78.5	2
93.6	2
108.4	2
121.7	2
136.9	2
153.4	2
168.8	2
184.7	2
199.8	2
215.9	2
230.9	2
248.7	2
263.7	2
277.8	2
294.4	2
311.4	2
327.7	2
343.2	2
357.9	2
373.5	2
389.7	2
403.4	2
419.5	2
434	2
450.3	2
465.7	2
482.4	2
497.9	2
514.9	2
531.9	2
547.6	2
563.5	2
579.9	2
596.4	2
612.2	2
627.8	2
643.4	2
657.7	2
673.1	2
689.1	2
705.7	2
720.6	2
737.7	2
753.7	2
770.2	2
785.5	2
801	2
814.8	2
830.6	2
845.5	2
861.8	2
877.6	2
892.5	2
911.6	2
928	2
944.8	2
961	2
978	2
992.6	2
16.3	3
31.6	3
47.3	3
63.3	3
78.6	3
94.3	3
112	3
127.7	3
142.4	3
157.8	3
174.6	3
191.2	3
206.2	3
221.1	3
235.8	3
249.9	3
264.5	3
280.8	3
294.9	3
311.4	3
327.6	3
343.6	3
358.8	3
375.3	3
391.8	3
405.8	3
423.5	3
439.8	3
457.3	3
472.6	3
487.1	3
501.3	3
518.4	3
535.7	3
551.4	3
567.4	3
585.2	3
601.4	3
619.3	3
635.2	3
650	3
666.4	3
681.5	3
696.9	3
712.5	3
728.8	3
745.9	3
761.3	3
778.1	3
792.9	3
807.2	3
821.1	3
838	3
854.6	3
869.9	3
882.8	3
898.5	3
915.1	3
930	3
945.5	3
961.3	3
977.8	3
992.4	3
15.6	4
32.1	4
48.5	4
66.9	4
81.7	4
96.4	4
111.9	4
129	4
145.6	4
163.7	4
179.9	4
194.2	4
209.6	4
224.1	4
239.3	4
253.8	4
269.9	4
288.7	4
306.2	4
322.6	4
338.7	4
354.5	4
369.5	4
386.7	4
399.9	4
416.5	4
431.8	4
448.3	4
465.1	4
479	4
495.7	4
511.4	4
528.2	4
544.3	4
563.1	4
580.4	4
597.6	4
615.5	4
632.5	4
648.1	4
663.4	4
679.6	4
695.3	4
713.4	4
730.7	4
746.2	4
762.9	4
778.4	4
794.9	4
809.7	4
824.8	4
840.4	4
858.5	4
875.3	4
890.2	4
906.1	4
921.3	4
937.5	4
955.8	4
971.7	4
987.6	4
15.8	5
29.7	5
48.2	5
62.2	5
78.4	5
96.5	5
111	5
126.1	5
140.8	5
156.4	5
173.6	5
189.5	5
206.4	5
220.8	5
236.9	5
253	5
265.3	5
281	5
296.6	5
311.3	5
327.5	5
343.4	5
360.2	5
373.9	5
390.6	5
406	5
421.3	5
435	5
452.6	5
467.6	5
485.9	5
500.2	5
515	5
529.8	5
547.2	5
562.7	5
578.3	5
595.2	5
610.1	5
626.7	5
641.9	5
658.6	5
674.2	5
690.5	5
704.4	5
719.9	5
734.2	5
748.4	5
764.7	5
778.7	5
795.9	5
810.7	5
828.6	5
844.1	5
860.8	5
878.2	5
893.5	5
911	5
927	5
941.5	5
954.1	5
969.7	5
985.9	5
14.2	6
29.7	6
42.3	6
57.2	6
73	6
88.7	6
104	6
118.9	6
133.6	6
148.5	6
162.5	6
